
#################################################################
Log started at 2025-06-16_16-24-33.689473 
#################################################################
IMU initialized succesfully
PPS initialized succesfully
Stream initialized successfully
Stream synced
Acceleration: X=0.388930, Y=0.071718, Z=9.796475 m/s^2 Time of Week: 52.056000, Week Number: 0
Acceleration: X=0.406217, Y=0.064022, Z=9.804270 m/s^2 Time of Week: 52.806000, Week Number: 0
Acceleration: X=0.399609, Y=0.067428, Z=9.806788 m/s^2 Time of Week: 52.809000, Week Number: 0
Acceleration: X=0.401240, Y=0.067704, Z=9.801548 m/s^2 Time of Week: 52.812000, Week Number: 0
Acceleration: X=0.406959, Y=0.067200, Z=9.802251 m/s^2 Time of Week: 52.815000, Week Number: 0
Acceleration: X=0.408061, Y=0.067822, Z=9.798655 m/s^2 Time of Week: 52.818000, Week Number: 0
Acceleration: X=0.413002, Y=0.069629, Z=9.807564 m/s^2 Time of Week: 52.821000, Week Number: 0
Acceleration: X=0.412646, Y=0.064166, Z=9.807232 m/s^2 Time of Week: 52.824000, Week Number: 0
Acceleration: X=0.403732, Y=0.064719, Z=9.802424 m/s^2 Time of Week: 52.827000, Week Number: 0
Acceleration: X=0.409179, Y=0.065080, Z=9.801500 m/s^2 Time of Week: 52.830000, Week Number: 0
Acceleration: X=0.399604, Y=0.066515, Z=9.798307 m/s^2 Time of Week: 52.833000, Week Number: 0
Acceleration: X=0.400714, Y=0.068762, Z=9.805759 m/s^2 Time of Week: 52.836000, Week Number: 0
Acceleration: X=0.400357, Y=0.065525, Z=9.796252 m/s^2 Time of Week: 52.839000, Week Number: 0
Acceleration: X=0.395977, Y=0.066043, Z=9.809658 m/s^2 Time of Week: 52.842000, Week Number: 0
Acceleration: X=0.399760, Y=0.066991, Z=9.806083 m/s^2 Time of Week: 52.845000, Week Number: 0
Acceleration: X=0.404505, Y=0.076329, Z=9.791837 m/s^2 Time of Week: 52.848000, Week Number: 0
Acceleration: X=0.407579, Y=0.065168, Z=9.797904 m/s^2 Time of Week: 52.851000, Week Number: 0
Acceleration: X=0.398002, Y=0.064711, Z=9.794071 m/s^2 Time of Week: 52.854000, Week Number: 0
Acceleration: X=0.396009, Y=0.069259, Z=9.802889 m/s^2 Time of Week: 52.857000, Week Number: 0
Acceleration: X=0.400928, Y=0.068297, Z=9.803627 m/s^2 Time of Week: 52.860000, Week Number: 0
Acceleration: X=0.399829, Y=0.068477, Z=9.797493 m/s^2 Time of Week: 52.863000, Week Number: 0
Acceleration: X=0.400162, Y=0.065988, Z=9.798654 m/s^2 Time of Week: 52.866000, Week Number: 0
Acceleration: X=0.401143, Y=0.063527, Z=9.805545 m/s^2 Time of Week: 52.869000, Week Number: 0
Acceleration: X=0.401944, Y=0.067366, Z=9.805978 m/s^2 Time of Week: 52.872000, Week Number: 0
Acceleration: X=0.400531, Y=0.066119, Z=9.807897 m/s^2 Time of Week: 52.875000, Week Number: 0
Acceleration: X=0.401236, Y=0.068106, Z=9.807358 m/s^2 Time of Week: 52.878000, Week Number: 0
Acceleration: X=0.400355, Y=0.064658, Z=9.807137 m/s^2 Time of Week: 52.881000, Week Number: 0
Acceleration: X=0.395443, Y=0.064479, Z=9.797412 m/s^2 Time of Week: 52.884000, Week Number: 0
Acceleration: X=0.399083, Y=0.069262, Z=9.802923 m/s^2 Time of Week: 52.887000, Week Number: 0
Acceleration: X=0.402216, Y=0.065984, Z=9.810241 m/s^2 Time of Week: 52.890000, Week Number: 0
Acceleration: X=0.404612, Y=0.066407, Z=9.808020 m/s^2 Time of Week: 52.893000, Week Number: 0
Acceleration: X=0.404252, Y=0.066865, Z=9.798353 m/s^2 Time of Week: 52.896000, Week Number: 0
Acceleration: X=0.405663, Y=0.074431, Z=9.797209 m/s^2 Time of Week: 52.899000, Week Number: 0
Acceleration: X=0.405869, Y=0.074463, Z=9.798815 m/s^2 Time of Week: 52.902000, Week Number: 0
Acceleration: X=0.404235, Y=0.070717, Z=9.795936 m/s^2 Time of Week: 52.905000, Week Number: 0
Acceleration: X=0.401281, Y=0.070297, Z=9.802486 m/s^2 Time of Week: 52.908000, Week Number: 0
Acceleration: X=0.393451, Y=0.064305, Z=9.803252 m/s^2 Time of Week: 52.911000, Week Number: 0
Acceleration: X=0.394114, Y=0.068958, Z=9.794690 m/s^2 Time of Week: 52.914000, Week Number: 0
Acceleration: X=0.397583, Y=0.068489, Z=9.789631 m/s^2 Time of Week: 52.917000, Week Number: 0
Acceleration: X=0.396562, Y=0.069599, Z=9.791182 m/s^2 Time of Week: 52.920000, Week Number: 0
Acceleration: X=0.398806, Y=0.070585, Z=9.799815 m/s^2 Time of Week: 52.923000, Week Number: 0
Acceleration: X=0.399708, Y=0.065623, Z=9.799673 m/s^2 Time of Week: 52.926000, Week Number: 0
Acceleration: X=0.391224, Y=0.066233, Z=9.791880 m/s^2 Time of Week: 52.929000, Week Number: 0
Acceleration: X=0.394821, Y=0.065223, Z=9.793584 m/s^2 Time of Week: 52.932000, Week Number: 0
Acceleration: X=0.398841, Y=0.071111, Z=9.788556 m/s^2 Time of Week: 52.935000, Week Number: 0
Acceleration: X=0.400933, Y=0.067411, Z=9.796053 m/s^2 Time of Week: 52.938000, Week Number: 0
Acceleration: X=0.404437, Y=0.066757, Z=9.799480 m/s^2 Time of Week: 52.941000, Week Number: 0
Acceleration: X=0.398887, Y=0.062370, Z=9.804381 m/s^2 Time of Week: 52.944000, Week Number: 0
Acceleration: X=0.405708, Y=0.063248, Z=9.800199 m/s^2 Time of Week: 52.947000, Week Number: 0
Acceleration: X=0.411402, Y=0.063596, Z=9.801979 m/s^2 Time of Week: 52.950000, Week Number: 0
Acceleration: X=0.415354, Y=0.059862, Z=9.801785 m/s^2 Time of Week: 52.953000, Week Number: 0
Acceleration: X=0.416247, Y=0.064778, Z=9.808095 m/s^2 Time of Week: 52.956000, Week Number: 0
Acceleration: X=0.418049, Y=0.064781, Z=9.812320 m/s^2 Time of Week: 52.959000, Week Number: 0
Acceleration: X=0.412234, Y=0.065214, Z=9.815936 m/s^2 Time of Week: 52.962000, Week Number: 0
Acceleration: X=0.412457, Y=0.068890, Z=9.819791 m/s^2 Time of Week: 52.965000, Week Number: 0
Acceleration: X=0.412843, Y=0.067356, Z=9.802033 m/s^2 Time of Week: 52.968000, Week Number: 0
Acceleration: X=0.411069, Y=0.064697, Z=9.806265 m/s^2 Time of Week: 52.971000, Week Number: 0
Acceleration: X=0.398115, Y=0.063854, Z=9.805792 m/s^2 Time of Week: 52.974000, Week Number: 0
Acceleration: X=0.397241, Y=0.069201, Z=9.801331 m/s^2 Time of Week: 52.977000, Week Number: 0
Acceleration: X=0.394211, Y=0.076517, Z=9.796119 m/s^2 Time of Week: 52.980000, Week Number: 0
Acceleration: X=0.396804, Y=0.080572, Z=9.801741 m/s^2 Time of Week: 52.983000, Week Number: 0
Acceleration: X=0.394211, Y=0.068149, Z=9.793184 m/s^2 Time of Week: 52.986000, Week Number: 0
Acceleration: X=0.390421, Y=0.070659, Z=9.790851 m/s^2 Time of Week: 52.989000, Week Number: 0
Acceleration: X=0.391770, Y=0.067274, Z=9.791644 m/s^2 Time of Week: 52.992000, Week Number: 0
Acceleration: X=0.390922, Y=0.067130, Z=9.798644 m/s^2 Time of Week: 52.995000, Week Number: 0
Acceleration: X=0.392305, Y=0.068861, Z=9.795127 m/s^2 Time of Week: 52.998000, Week Number: 0
Acceleration: X=0.396085, Y=0.069719, Z=9.795024 m/s^2 Time of Week: 53.001000, Week Number: 0
Acceleration: X=0.399356, Y=0.069013, Z=9.798011 m/s^2 Time of Week: 53.004000, Week Number: 0
Acceleration: X=0.406305, Y=0.065964, Z=9.792383 m/s^2 Time of Week: 53.007000, Week Number: 0
Acceleration: X=0.401902, Y=0.064017, Z=9.794439 m/s^2 Time of Week: 53.010000, Week Number: 0
Acceleration: X=0.397968, Y=0.071397, Z=9.799494 m/s^2 Time of Week: 53.013000, Week Number: 0
Acceleration: X=0.402633, Y=0.070190, Z=9.809632 m/s^2 Time of Week: 53.016000, Week Number: 0
Acceleration: X=0.403424, Y=0.070238, Z=9.802109 m/s^2 Time of Week: 53.019000, Week Number: 0
Acceleration: X=0.404063, Y=0.071582, Z=9.797976 m/s^2 Time of Week: 53.022000, Week Number: 0
Acceleration: X=0.402409, Y=0.073381, Z=9.796728 m/s^2 Time of Week: 53.025000, Week Number: 0
Acceleration: X=0.401420, Y=0.066591, Z=9.800718 m/s^2 Time of Week: 53.028000, Week Number: 0
Acceleration: X=0.405823, Y=0.063888, Z=9.806086 m/s^2 Time of Week: 53.031000, Week Number: 0
Acceleration: X=0.402089, Y=0.066186, Z=9.802078 m/s^2 Time of Week: 53.034000, Week Number: 0
Acceleration: X=0.400037, Y=0.068350, Z=9.800081 m/s^2 Time of Week: 53.037000, Week Number: 0
Acceleration: X=0.405696, Y=0.071940, Z=9.794715 m/s^2 Time of Week: 53.040000, Week Number: 0
Acceleration: X=0.399507, Y=0.070215, Z=9.795995 m/s^2 Time of Week: 53.043000, Week Number: 0
Acceleration: X=0.404035, Y=0.072087, Z=9.805529 m/s^2 Time of Week: 53.046000, Week Number: 0
Acceleration: X=0.401251, Y=0.074410, Z=9.802040 m/s^2 Time of Week: 53.049000, Week Number: 0
Acceleration: X=0.404915, Y=0.061427, Z=9.798602 m/s^2 Time of Week: 53.052000, Week Number: 0
Acceleration: X=0.405395, Y=0.066229, Z=9.798391 m/s^2 Time of Week: 53.055000, Week Number: 0
Acceleration: X=0.403656, Y=0.065504, Z=9.799967 m/s^2 Time of Week: 53.058000, Week Number: 0
Acceleration: X=0.403510, Y=0.067895, Z=9.802921 m/s^2 Time of Week: 53.061000, Week Number: 0
Acceleration: X=0.408253, Y=0.074188, Z=9.799948 m/s^2 Time of Week: 53.064000, Week Number: 0
Acceleration: X=0.402426, Y=0.068948, Z=9.811568 m/s^2 Time of Week: 53.067000, Week Number: 0
Acceleration: X=0.407720, Y=0.068414, Z=9.802026 m/s^2 Time of Week: 53.070000, Week Number: 0
Acceleration: X=0.401235, Y=0.066600, Z=9.810752 m/s^2 Time of Week: 53.073000, Week Number: 0
Acceleration: X=0.400782, Y=0.065525, Z=9.812093 m/s^2 Time of Week: 53.076000, Week Number: 0
Acceleration: X=0.403151, Y=0.068417, Z=9.801864 m/s^2 Time of Week: 53.079000, Week Number: 0
Acceleration: X=0.406287, Y=0.064635, Z=9.803335 m/s^2 Time of Week: 53.082000, Week Number: 0
Acceleration: X=0.403162, Y=0.066719, Z=9.805349 m/s^2 Time of Week: 53.085000, Week Number: 0
Acceleration: X=0.403855, Y=0.065468, Z=9.800237 m/s^2 Time of Week: 53.088000, Week Number: 0
Acceleration: X=0.403154, Y=0.067181, Z=9.802338 m/s^2 Time of Week: 53.091000, Week Number: 0
Acceleration: X=0.405857, Y=0.069903, Z=9.799481 m/s^2 Time of Week: 53.094000, Week Number: 0
Acceleration: X=0.403852, Y=0.063082, Z=9.804595 m/s^2 Time of Week: 53.097000, Week Number: 0
Acceleration: X=0.400683, Y=0.056405, Z=9.793862 m/s^2 Time of Week: 53.100000, Week Number: 0
Acceleration: X=0.399062, Y=0.061087, Z=9.802774 m/s^2 Time of Week: 53.103000, Week Number: 0
Acceleration: X=0.399479, Y=0.066810, Z=9.797136 m/s^2 Time of Week: 53.106000, Week Number: 0
Acceleration: X=0.397787, Y=0.059600, Z=9.799955 m/s^2 Time of Week: 53.109000, Week Number: 0
Acceleration: X=0.395529, Y=0.068190, Z=9.798283 m/s^2 Time of Week: 53.112000, Week Number: 0
Acceleration: X=0.398288, Y=0.073242, Z=9.794849 m/s^2 Time of Week: 53.115000, Week Number: 0
Acceleration: X=0.392707, Y=0.067778, Z=9.792940 m/s^2 Time of Week: 53.118000, Week Number: 0
Acceleration: X=0.385022, Y=0.070582, Z=9.790361 m/s^2 Time of Week: 53.121000, Week Number: 0
Acceleration: X=0.391364, Y=0.068948, Z=9.783508 m/s^2 Time of Week: 53.124000, Week Number: 0
Acceleration: X=0.391722, Y=0.067995, Z=9.789209 m/s^2 Time of Week: 53.127000, Week Number: 0
Acceleration: X=0.394060, Y=0.071132, Z=9.788496 m/s^2 Time of Week: 53.130000, Week Number: 0
Acceleration: X=0.405877, Y=0.067985, Z=9.797779 m/s^2 Time of Week: 53.133000, Week Number: 0
Acceleration: X=0.399450, Y=0.070908, Z=9.795698 m/s^2 Time of Week: 53.136000, Week Number: 0
Acceleration: X=0.402186, Y=0.064823, Z=9.796654 m/s^2 Time of Week: 53.139000, Week Number: 0
Acceleration: X=0.403322, Y=0.069912, Z=9.801197 m/s^2 Time of Week: 53.142000, Week Number: 0
Acceleration: X=0.407203, Y=0.067734, Z=9.799142 m/s^2 Time of Week: 53.145000, Week Number: 0
Acceleration: X=0.404167, Y=0.068959, Z=9.804943 m/s^2 Time of Week: 53.148000, Week Number: 0
Acceleration: X=0.410084, Y=0.068156, Z=9.806524 m/s^2 Time of Week: 53.151000, Week Number: 0
Acceleration: X=0.409413, Y=0.067492, Z=9.803623 m/s^2 Time of Week: 53.154000, Week Number: 0
Acceleration: X=0.404064, Y=0.066557, Z=9.790099 m/s^2 Time of Week: 53.157000, Week Number: 0
Acceleration: X=0.404212, Y=0.065950, Z=9.796952 m/s^2 Time of Week: 53.160000, Week Number: 0
Acceleration: X=0.399776, Y=0.071571, Z=9.797322 m/s^2 Time of Week: 53.163000, Week Number: 0
Acceleration: X=0.399009, Y=0.069327, Z=9.794186 m/s^2 Time of Week: 53.166000, Week Number: 0
Acceleration: X=0.403302, Y=0.064273, Z=9.798838 m/s^2 Time of Week: 53.169000, Week Number: 0
Acceleration: X=0.409296, Y=0.063872, Z=9.794608 m/s^2 Time of Week: 53.172000, Week Number: 0
Acceleration: X=0.405297, Y=0.065550, Z=9.794588 m/s^2 Time of Week: 53.175000, Week Number: 0
Acceleration: X=0.405732, Y=0.060290, Z=9.799951 m/s^2 Time of Week: 53.178000, Week Number: 0
Acceleration: X=0.407648, Y=0.061910, Z=9.798933 m/s^2 Time of Week: 53.181000, Week Number: 0
Acceleration: X=0.408339, Y=0.063633, Z=9.798961 m/s^2 Time of Week: 53.184000, Week Number: 0
Acceleration: X=0.406282, Y=0.071311, Z=9.797009 m/s^2 Time of Week: 53.187000, Week Number: 0
Acceleration: X=0.399393, Y=0.072635, Z=9.802672 m/s^2 Time of Week: 53.190000, Week Number: 0
Acceleration: X=0.402063, Y=0.064061, Z=9.802083 m/s^2 Time of Week: 53.193000, Week Number: 0
Acceleration: X=0.402715, Y=0.061275, Z=9.801367 m/s^2 Time of Week: 53.196000, Week Number: 0
Acceleration: X=0.399856, Y=0.073434, Z=9.802379 m/s^2 Time of Week: 53.199000, Week Number: 0
Acceleration: X=0.400625, Y=0.073444, Z=9.806717 m/s^2 Time of Week: 53.202000, Week Number: 0
Acceleration: X=0.403550, Y=0.076458, Z=9.801263 m/s^2 Time of Week: 53.205000, Week Number: 0
Acceleration: X=0.400718, Y=0.075013, Z=9.794154 m/s^2 Time of Week: 53.208000, Week Number: 0
Acceleration: X=0.402373, Y=0.066852, Z=9.794488 m/s^2 Time of Week: 53.211000, Week Number: 0
Acceleration: X=0.389597, Y=0.063143, Z=9.795822 m/s^2 Time of Week: 53.214000, Week Number: 0
Acceleration: X=0.392427, Y=0.068629, Z=9.791387 m/s^2 Time of Week: 53.217000, Week Number: 0
Acceleration: X=0.397639, Y=0.077094, Z=9.789954 m/s^2 Time of Week: 53.220000, Week Number: 0
Acceleration: X=0.390767, Y=0.075153, Z=9.786683 m/s^2 Time of Week: 53.223000, Week Number: 0
Acceleration: X=0.395514, Y=0.071812, Z=9.792278 m/s^2 Time of Week: 53.226000, Week Number: 0
Acceleration: X=0.394653, Y=0.064747, Z=9.790387 m/s^2 Time of Week: 53.229000, Week Number: 0
Acceleration: X=0.395450, Y=0.062151, Z=9.798356 m/s^2 Time of Week: 53.232000, Week Number: 0
Acceleration: X=0.396493, Y=0.066826, Z=9.803291 m/s^2 Time of Week: 53.235000, Week Number: 0
Acceleration: X=0.402402, Y=0.065307, Z=9.797482 m/s^2 Time of Week: 53.238000, Week Number: 0
Acceleration: X=0.408463, Y=0.063685, Z=9.802926 m/s^2 Time of Week: 53.241000, Week Number: 0
Acceleration: X=0.405366, Y=0.071747, Z=9.806237 m/s^2 Time of Week: 53.244000, Week Number: 0
Acceleration: X=0.404411, Y=0.064597, Z=9.808225 m/s^2 Time of Week: 53.247000, Week Number: 0
Acceleration: X=0.404612, Y=0.062387, Z=9.800851 m/s^2 Time of Week: 53.250000, Week Number: 0
Acceleration: X=0.404236, Y=0.059630, Z=9.801451 m/s^2 Time of Week: 53.253000, Week Number: 0
Acceleration: X=0.406787, Y=0.064558, Z=9.801538 m/s^2 Time of Week: 53.256000, Week Number: 0
Acceleration: X=0.411853, Y=0.071444, Z=9.797442 m/s^2 Time of Week: 53.259000, Week Number: 0
Acceleration: X=0.418480, Y=0.076259, Z=9.805838 m/s^2 Time of Week: 53.262000, Week Number: 0
Acceleration: X=0.416259, Y=0.073814, Z=9.808872 m/s^2 Time of Week: 53.265000, Week Number: 0
Acceleration: X=0.410255, Y=0.072523, Z=9.803117 m/s^2 Time of Week: 53.268000, Week Number: 0
Acceleration: X=0.405073, Y=0.077738, Z=9.800306 m/s^2 Time of Week: 53.271000, Week Number: 0
Acceleration: X=0.392582, Y=0.076476, Z=9.796056 m/s^2 Time of Week: 53.274000, Week Number: 0
Acceleration: X=0.402089, Y=0.074442, Z=9.800460 m/s^2 Time of Week: 53.277000, Week Number: 0
Acceleration: X=0.396930, Y=0.067178, Z=9.803712 m/s^2 Time of Week: 53.280000, Week Number: 0
Acceleration: X=0.397958, Y=0.068072, Z=9.800752 m/s^2 Time of Week: 53.283000, Week Number: 0
Acceleration: X=0.398048, Y=0.066918, Z=9.794344 m/s^2 Time of Week: 53.286000, Week Number: 0
Acceleration: X=0.392347, Y=0.063204, Z=9.797037 m/s^2 Time of Week: 53.289000, Week Number: 0
Acceleration: X=0.394011, Y=0.065638, Z=9.793487 m/s^2 Time of Week: 53.292000, Week Number: 0
Acceleration: X=0.390084, Y=0.068032, Z=9.789877 m/s^2 Time of Week: 53.295000, Week Number: 0
Acceleration: X=0.389701, Y=0.069720, Z=9.786172 m/s^2 Time of Week: 53.298000, Week Number: 0
Acceleration: X=0.390342, Y=0.067774, Z=9.794410 m/s^2 Time of Week: 53.301000, Week Number: 0
Acceleration: X=0.390708, Y=0.073768, Z=9.797500 m/s^2 Time of Week: 53.304000, Week Number: 0
Acceleration: X=0.394502, Y=0.065569, Z=9.795646 m/s^2 Time of Week: 53.307000, Week Number: 0
Acceleration: X=0.395497, Y=0.067596, Z=9.800383 m/s^2 Time of Week: 53.310000, Week Number: 0
Acceleration: X=0.401511, Y=0.065857, Z=9.806931 m/s^2 Time of Week: 53.313000, Week Number: 0
Acceleration: X=0.403552, Y=0.069082, Z=9.805230 m/s^2 Time of Week: 53.316000, Week Number: 0
Acceleration: X=0.397645, Y=0.071228, Z=9.800290 m/s^2 Time of Week: 53.319000, Week Number: 0
Acceleration: X=0.397893, Y=0.063013, Z=9.804177 m/s^2 Time of Week: 53.322000, Week Number: 0
Acceleration: X=0.402725, Y=0.073091, Z=9.806797 m/s^2 Time of Week: 53.325000, Week Number: 0
Acceleration: X=0.402817, Y=0.072506, Z=9.801418 m/s^2 Time of Week: 53.328000, Week Number: 0
Acceleration: X=0.400969, Y=0.072413, Z=9.802743 m/s^2 Time of Week: 53.331000, Week Number: 0
Acceleration: X=0.403530, Y=0.075521, Z=9.805961 m/s^2 Time of Week: 53.334000, Week Number: 0
Acceleration: X=0.405385, Y=0.070136, Z=9.801282 m/s^2 Time of Week: 53.337000, Week Number: 0
Acceleration: X=0.403391, Y=0.074268, Z=9.796864 m/s^2 Time of Week: 53.340000, Week Number: 0
Acceleration: X=0.395704, Y=0.069738, Z=9.801278 m/s^2 Time of Week: 53.343000, Week Number: 0
Acceleration: X=0.395668, Y=0.072028, Z=9.798758 m/s^2 Time of Week: 53.346000, Week Number: 0
Acceleration: X=0.399002, Y=0.066131, Z=9.796339 m/s^2 Time of Week: 53.349000, Week Number: 0
Acceleration: X=0.398092, Y=0.067603, Z=9.802762 m/s^2 Time of Week: 53.352000, Week Number: 0
Acceleration: X=0.404638, Y=0.063207, Z=9.798252 m/s^2 Time of Week: 53.355000, Week Number: 0
Acceleration: X=0.401341, Y=0.062703, Z=9.792958 m/s^2 Time of Week: 53.358000, Week Number: 0
Acceleration: X=0.401134, Y=0.057438, Z=9.799553 m/s^2 Time of Week: 53.361000, Week Number: 0
Acceleration: X=0.392396, Y=0.061032, Z=9.793129 m/s^2 Time of Week: 53.364000, Week Number: 0
Acceleration: X=0.396533, Y=0.062377, Z=9.796211 m/s^2 Time of Week: 53.367000, Week Number: 0
Acceleration: X=0.401536, Y=0.067103, Z=9.798558 m/s^2 Time of Week: 53.370000, Week Number: 0
Acceleration: X=0.399044, Y=0.063952, Z=9.792939 m/s^2 Time of Week: 53.373000, Week Number: 0
Acceleration: X=0.394795, Y=0.067820, Z=9.787733 m/s^2 Time of Week: 53.376000, Week Number: 0
Acceleration: X=0.396024, Y=0.071220, Z=9.791702 m/s^2 Time of Week: 53.379000, Week Number: 0
Acceleration: X=0.398280, Y=0.062239, Z=9.797422 m/s^2 Time of Week: 53.382000, Week Number: 0
Acceleration: X=0.395507, Y=0.071802, Z=9.800139 m/s^2 Time of Week: 53.385000, Week Number: 0
Acceleration: X=0.397980, Y=0.070269, Z=9.788095 m/s^2 Time of Week: 53.388000, Week Number: 0
Acceleration: X=0.394373, Y=0.071253, Z=9.804497 m/s^2 Time of Week: 53.391000, Week Number: 0
Acceleration: X=0.397198, Y=0.073464, Z=9.797531 m/s^2 Time of Week: 53.394000, Week Number: 0
Acceleration: X=0.398314, Y=0.072115, Z=9.797163 m/s^2 Time of Week: 53.397000, Week Number: 0
Acceleration: X=0.396517, Y=0.071352, Z=9.804449 m/s^2 Time of Week: 53.400000, Week Number: 0
Acceleration: X=0.402858, Y=0.075701, Z=9.800165 m/s^2 Time of Week: 53.403000, Week Number: 0
Acceleration: X=0.400820, Y=0.072144, Z=9.798794 m/s^2 Time of Week: 53.406000, Week Number: 0
Acceleration: X=0.404083, Y=0.066799, Z=9.800469 m/s^2 Time of Week: 53.409000, Week Number: 0
Acceleration: X=0.402688, Y=0.065438, Z=9.807271 m/s^2 Time of Week: 53.412000, Week Number: 0
Acceleration: X=0.411403, Y=0.062493, Z=9.807697 m/s^2 Time of Week: 53.415000, Week Number: 0
Acceleration: X=0.408299, Y=0.070984, Z=9.806535 m/s^2 Time of Week: 53.418000, Week Number: 0
Acceleration: X=0.408387, Y=0.063707, Z=9.808719 m/s^2 Time of Week: 53.421000, Week Number: 0
Acceleration: X=0.406888, Y=0.060921, Z=9.808499 m/s^2 Time of Week: 53.424000, Week Number: 0
Acceleration: X=0.409167, Y=0.062989, Z=9.808001 m/s^2 Time of Week: 53.427000, Week Number: 0
Acceleration: X=0.412250, Y=0.070060, Z=9.808812 m/s^2 Time of Week: 53.430000, Week Number: 0
Acceleration: X=0.409604, Y=0.069027, Z=9.800811 m/s^2 Time of Week: 53.433000, Week Number: 0
Acceleration: X=0.405568, Y=0.068124, Z=9.802706 m/s^2 Time of Week: 53.436000, Week Number: 0
Acceleration: X=0.402575, Y=0.065448, Z=9.796405 m/s^2 Time of Week: 53.439000, Week Number: 0
Acceleration: X=0.412561, Y=0.069589, Z=9.802465 m/s^2 Time of Week: 53.442000, Week Number: 0
Acceleration: X=0.400125, Y=0.064837, Z=9.805993 m/s^2 Time of Week: 53.445000, Week Number: 0
Acceleration: X=0.401852, Y=0.075834, Z=9.800960 m/s^2 Time of Week: 53.448000, Week Number: 0
Acceleration: X=0.398840, Y=0.070871, Z=9.800063 m/s^2 Time of Week: 53.451000, Week Number: 0
Acceleration: X=0.398430, Y=0.069233, Z=9.789317 m/s^2 Time of Week: 53.454000, Week Number: 0
Acceleration: X=0.395593, Y=0.066314, Z=9.795251 m/s^2 Time of Week: 53.457000, Week Number: 0
Acceleration: X=0.395205, Y=0.066610, Z=9.793672 m/s^2 Time of Week: 53.460000, Week Number: 0
Acceleration: X=0.392583, Y=0.064194, Z=9.787741 m/s^2 Time of Week: 53.463000, Week Number: 0
Acceleration: X=0.391591, Y=0.072117, Z=9.786833 m/s^2 Time of Week: 53.466000, Week Number: 0
Acceleration: X=0.394723, Y=0.069561, Z=9.789818 m/s^2 Time of Week: 53.469000, Week Number: 0
Acceleration: X=0.395134, Y=0.077498, Z=9.791298 m/s^2 Time of Week: 53.472000, Week Number: 0
Acceleration: X=0.387990, Y=0.074371, Z=9.796805 m/s^2 Time of Week: 53.475000, Week Number: 0
Acceleration: X=0.390846, Y=0.066182, Z=9.797105 m/s^2 Time of Week: 53.478000, Week Number: 0
Acceleration: X=0.390679, Y=0.073944, Z=9.793307 m/s^2 Time of Week: 53.481000, Week Number: 0
Acceleration: X=0.390100, Y=0.068473, Z=9.789452 m/s^2 Time of Week: 53.484000, Week Number: 0
Acceleration: X=0.393787, Y=0.071829, Z=9.797219 m/s^2 Time of Week: 53.487000, Week Number: 0
Acceleration: X=0.398493, Y=0.073082, Z=9.795641 m/s^2 Time of Week: 53.490000, Week Number: 0
Acceleration: X=0.396402, Y=0.069142, Z=9.802322 m/s^2 Time of Week: 53.493000, Week Number: 0
Acceleration: X=0.405118, Y=0.066415, Z=9.824930 m/s^2 Time of Week: 53.496000, Week Number: 0
Acceleration: X=0.410973, Y=0.065236, Z=9.799792 m/s^2 Time of Week: 53.499000, Week Number: 0
Acceleration: X=0.409181, Y=0.071465, Z=9.745362 m/s^2 Time of Week: 53.502000, Week Number: 0
Acceleration: X=0.411892, Y=0.069944, Z=9.786078 m/s^2 Time of Week: 53.505000, Week Number: 0
Acceleration: X=0.409571, Y=0.067516, Z=9.818962 m/s^2 Time of Week: 53.508000, Week Number: 0
Acceleration: X=0.402477, Y=0.067569, Z=9.804504 m/s^2 Time of Week: 53.511000, Week Number: 0
Acceleration: X=0.397359, Y=0.065216, Z=9.825288 m/s^2 Time of Week: 53.514000, Week Number: 0
Acceleration: X=0.402056, Y=0.068530, Z=9.832394 m/s^2 Time of Week: 53.517000, Week Number: 0
Acceleration: X=0.393287, Y=0.062693, Z=9.792090 m/s^2 Time of Week: 53.520000, Week Number: 0
Acceleration: X=0.404911, Y=0.066550, Z=9.800973 m/s^2 Time of Week: 53.523000, Week Number: 0
Acceleration: X=0.406342, Y=0.076191, Z=9.823580 m/s^2 Time of Week: 53.526000, Week Number: 0
Acceleration: X=0.413074, Y=0.074582, Z=9.816450 m/s^2 Time of Week: 53.529000, Week Number: 0
Acceleration: X=0.409766, Y=0.071133, Z=9.788803 m/s^2 Time of Week: 53.532000, Week Number: 0
Acceleration: X=0.407409, Y=0.064829, Z=9.783101 m/s^2 Time of Week: 53.535000, Week Number: 0
Acceleration: X=0.397617, Y=0.064075, Z=9.785976 m/s^2 Time of Week: 53.538000, Week Number: 0
Acceleration: X=0.409579, Y=0.072177, Z=9.792797 m/s^2 Time of Week: 53.541000, Week Number: 0
Acceleration: X=0.404849, Y=0.066920, Z=9.800404 m/s^2 Time of Week: 53.544000, Week Number: 0
Acceleration: X=0.403546, Y=0.068464, Z=9.807991 m/s^2 Time of Week: 53.547000, Week Number: 0
Acceleration: X=0.399344, Y=0.064533, Z=9.799419 m/s^2 Time of Week: 53.550000, Week Number: 0
Acceleration: X=0.398446, Y=0.062787, Z=9.796825 m/s^2 Time of Week: 53.553000, Week Number: 0
Acceleration: X=0.400804, Y=0.063030, Z=9.799705 m/s^2 Time of Week: 53.556000, Week Number: 0
Acceleration: X=0.400357, Y=0.060994, Z=9.808879 m/s^2 Time of Week: 53.559000, Week Number: 0
